,seed,model,rmsd_gr,rmsd_i2,rank,plddt,trial,scale,asp,phe
890,114,1,2.392117739,18.45621872,91,86.4,Abl1 L301I,256:512 Third Replicate,56.88140106,56.88140106
891,101,2,2.4335711,18.53442383,92,86.4,Abl1 L301I,256:512 Third Replicate,56.83757019,56.83757019
892,115,4,2.287513733,18.25472641,93,86.4,Abl1 L301I,256:512 Third Replicate,46.55957413,46.55957413
893,101,5,2.410828352,18.53290749,94,86.3,Abl1 L301I,256:512 Third Replicate,29.27051926,29.27051926
894,109,1,2.46436882,18.27373314,95,86.3,Abl1 L301I,256:512 Third Replicate,54.58230972,54.58230972
895,109,5,3.588128805,18.55623817,96,86.3,Abl1 L301I,256:512 Third Replicate,24.84408188,24.84408188
896,98,3,2.411117315,18.26484108,97,86.2,Abl1 L301I,256:512 Third Replicate,44.96883392,44.96883392
897,100,3,2.361240625,18.1966362,98,86.2,Abl1 L301I,256:512 Third Replicate,51.38339996,51.38339996
898,118,1,2.650361776,18.43940353,99,86.1,Abl1 L301I,256:512 Third Replicate,53.27357864,53.27357864
899,111,3,13.84407806,7.937657356,100,86.1,Abl1 L301I,256:512 Third Replicate,27.837183,27.837183
900,113,5,2.382447481,18.39006615,101,86.1,Abl1 L301I,256:512 Third Replicate,28.69100952,28.69100952
901,124,5,2.21301651,18.4867878,102,86.1,Abl1 L301I,256:512 Third Replicate,29.89088249,29.89088249
902,127,3,9.810145378,13.54529381,103,86,Abl1 L301I,256:512 Third Replicate,20.39485931,20.39485931
903,125,4,10.10310078,14.30815697,104,86,Abl1 L301I,256:512 Third Replicate,21.35865402,21.35865402
904,102,4,8.877328873,14.68054771,105,86,Abl1 L301I,256:512 Third Replicate,20.91512299,20.91512299
905,98,5,2.3784554,18.41343117,106,86,Abl1 L301I,256:512 Third Replicate,27.58465385,27.58465385
906,116,1,2.348367929,18.3633709,107,85.9,Abl1 L301I,256:512 Third Replicate,57.9404068,57.9404068
907,123,1,2.362170696,18.36013031,108,85.9,Abl1 L301I,256:512 Third Replicate,57.39572525,57.39572525
908,113,3,2.514015675,18.32596016,109,85.9,Abl1 L301I,256:512 Third Replicate,30.65476036,30.65476036
909,107,5,3.15527153,18.334198,110,85.8,Abl1 L301I,256:512 Third Replicate,28.22886086,28.22886086
910,124,2,2.547771454,18.49855614,111,85.8,Abl1 L301I,256:512 Third Replicate,52.09817505,52.09817505
911,99,1,2.42850399,18.35238838,112,85.8,Abl1 L301I,256:512 Third Replicate,56.87527084,56.87527084
912,102,3,9.546775818,14.34392643,113,85.8,Abl1 L301I,256:512 Third Replicate,22.60172653,22.60172653
913,96,1,2.577166557,18.43521881,114,85.7,Abl1 L301I,256:512 Third Replicate,55.26620102,55.26620102
914,115,5,9.217593193,16.3553772,115,85.6,Abl1 L301I,256:512 Third Replicate,20.64556122,20.64556122
915,125,3,10.0816021,13.69736481,116,85.5,Abl1 L301I,256:512 Third Replicate,18.00122261,18.00122261
916,103,4,7.7799263,16.82614899,117,85.4,Abl1 L301I,256:512 Third Replicate,24.17568779,24.17568779
917,102,5,10.05781078,13.84234715,118,85.4,Abl1 L301I,256:512 Third Replicate,18.9257431,18.9257431
918,120,5,9.811840057,13.83754826,119,85.4,Abl1 L301I,256:512 Third Replicate,16.45020294,16.45020294
919,124,3,10.07117653,13.90482998,120,85.4,Abl1 L301I,256:512 Third Replicate,20.0247097,20.0247097
920,120,4,8.174801826,15.48879528,121,85.4,Abl1 L301I,256:512 Third Replicate,20.23287201,20.23287201
921,114,3,13.81776714,7.813159943,122,85.4,Abl1 L301I,256:512 Third Replicate,24.45292473,24.45292473
922,119,1,2.441146612,18.42546844,123,85.3,Abl1 L301I,256:512 Third Replicate,55.33612061,55.33612061
923,118,5,14.43060493,7.090888023,124,85.3,Abl1 L301I,256:512 Third Replicate,20.4589901,20.4589901
924,115,1,2.969323397,18.41095161,125,85.3,Abl1 L301I,256:512 Third Replicate,56.35305786,56.35305786
925,112,1,2.433755875,18.19598961,126,85.3,Abl1 L301I,256:512 Third Replicate,58.67773056,58.67773056
926,103,5,2.848972321,18.73638153,127,85.2,Abl1 L301I,256:512 Third Replicate,20.85659409,20.85659409
927,101,4,2.542466879,18.41129303,128,85.2,Abl1 L301I,256:512 Third Replicate,20.01298714,20.01298714
928,109,3,5.699520111,17.46546173,129,85.1,Abl1 L301I,256:512 Third Replicate,25.5125885,25.5125885
929,99,4,9.180375099,13.81061172,130,85.1,Abl1 L301I,256:512 Third Replicate,19.84859657,19.84859657
930,117,3,2.617398262,18.34205055,131,85.1,Abl1 L301I,256:512 Third Replicate,56.34721375,56.34721375
931,126,4,2.602535248,18.33765221,132,85.1,Abl1 L301I,256:512 Third Replicate,44.90725708,44.90725708
932,96,3,9.606469154,14.33432961,133,85.1,Abl1 L301I,256:512 Third Replicate,19.09108543,19.09108543
933,99,5,9.140455246,13.59271431,134,85,Abl1 L301I,256:512 Third Replicate,17.03734398,17.03734398
934,105,1,2.406877279,18.33802986,135,84.9,Abl1 L301I,256:512 Third Replicate,51.8552475,51.8552475
935,122,3,2.545501232,18.11210442,136,84.8,Abl1 L301I,256:512 Third Replicate,23.77642822,23.77642822
936,107,3,10.23815346,13.84970474,137,84.6,Abl1 L301I,256:512 Third Replicate,18.45210838,18.45210838
937,121,5,3.758630276,18.70793343,138,84.6,Abl1 L301I,256:512 Third Replicate,18.66000938,18.66000938
938,97,5,9.467492104,13.88242054,139,84.6,Abl1 L301I,256:512 Third Replicate,17.78118324,17.78118324
939,123,3,14.05743885,7.659676552,140,84.5,Abl1 L301I,256:512 Third Replicate,24.37813759,24.37813759
940,118,3,2.888011217,18.04911613,141,84.4,Abl1 L301I,256:512 Third Replicate,23.37270546,23.37270546
941,101,3,2.511629343,18.12104607,142,84.3,Abl1 L301I,256:512 Third Replicate,20.77146912,20.77146912
942,99,3,9.918271065,14.14751911,143,84.2,Abl1 L301I,256:512 Third Replicate,20.34941864,20.34941864
943,120,1,9.816366196,14.79905128,144,83.9,Abl1 L301I,256:512 Third Replicate,38.22791672,38.22791672
944,105,5,7.120495796,17.14847374,145,83.8,Abl1 L301I,256:512 Third Replicate,17.77795029,17.77795029
945,126,1,2.770778656,18.39179802,146,0,Abl1 L301I,256:512 Third Replicate,51.97956848,51.97956848
946,97,3,9.397474289,14.77759647,147,0,Abl1 L301I,256:512 Third Replicate,21.42305565,21.42305565
947,106,3,2.528845549,18.127882,148,0,Abl1 L301I,256:512 Third Replicate,20.85093307,20.85093307
948,115,3,2.473485231,18.31468391,149,0,Abl1 L301I,256:512 Third Replicate,16.9197979,16.9197979
949,120,3,11.87665653,11.91636658,150,0,Abl1 L301I,256:512 Third Replicate,17.53991127,17.53991127
950,110,3,4.914408207,18.36624908,151,0,Abl1 L301I,256:512 Third Replicate,44.06144714,44.06144714
951,121,3,12.39892197,10.53466988,152,0,Abl1 L301I,256:512 Third Replicate,19.65187073,19.65187073
952,105,3,12.12990093,10.97081757,153,0,Abl1 L301I,256:512 Third Replicate,19.31170845,19.31170845
953,112,3,3.150182724,17.82576561,154,0,Abl1 L301I,256:512 Third Replicate,21.20051765,21.20051765
954,103,3,9.84530735,14.0411253,155,0,Abl1 L301I,256:512 Third Replicate,18.46100807,18.46100807
955,104,3,9.618922234,14.36142254,156,0,Abl1 L301I,256:512 Third Replicate,21.45429039,21.45429039
956,119,3,2.514947176,18.04912758,157,0,Abl1 L301I,256:512 Third Replicate,46.77871323,46.77871323
957,99,2,9.480128288,14.37934589,158,0,Abl1 L301I,256:512 Third Replicate,21.99596786,21.99596786
958,126,3,4.367667198,17.78124619,159,0,Abl1 L301I,256:512 Third Replicate,22.81012535,22.81012535
959,116,3,13.65710545,7.709098339,160,0,Abl1 L301I,256:512 Third Replicate,43.91992569,43.91992569
960,19,4,2.326589823,18.37221527,1,89.2,Abl1 F382V,256:512 First Replicate,29.20903778,29.20903778
961,12,2,2.399420023,18.57299042,2,88.9,Abl1 F382V,256:512 First Replicate,55.88428497,55.88428497
962,16,4,2.35101676,18.4142971,3,88.9,Abl1 F382V,256:512 First Replicate,48.22346497,48.22346497
963,23,4,2.391065359,18.50930023,4,88.9,Abl1 F382V,256:512 First Replicate,47.63917923,47.63917923
964,28,5,2.452698708,18.42769623,5,88.8,Abl1 F382V,256:512 First Replicate,25.58571434,25.58571434
965,17,4,2.450455427,18.44054413,6,88.8,Abl1 F382V,256:512 First Replicate,43.60347366,43.60347366
966,9,2,2.390722513,18.47065353,7,88.8,Abl1 F382V,256:512 First Replicate,52.65935135,52.65935135
967,18,4,2.332286119,18.50649834,8,88.7,Abl1 F382V,256:512 First Replicate,25.89180565,25.89180565
968,6,4,2.35300684,18.47092628,9,88.6,Abl1 F382V,256:512 First Replicate,47.9683075,47.9683075
969,28,4,2.400388241,18.45235634,10,88.6,Abl1 F382V,256:512 First Replicate,26.75614166,26.75614166
970,16,3,2.409343481,18.25786781,11,88.6,Abl1 F382V,256:512 First Replicate,42.76279068,42.76279068
971,11,2,2.37172246,18.51556396,12,88.6,Abl1 F382V,256:512 First Replicate,54.83112717,54.83112717
972,11,4,2.344313383,18.44581413,13,88.5,Abl1 F382V,256:512 First Replicate,48.88325119,48.88325119
973,13,4,2.376953125,18.37151337,14,88.3,Abl1 F382V,256:512 First Replicate,45.3768959,45.3768959
974,0,4,2.407611132,18.50844002,15,88.2,Abl1 F382V,256:512 First Replicate,44.4549675,44.4549675
975,0,2,2.458218575,18.57867813,16,88.2,Abl1 F382V,256:512 First Replicate,52.13843536,52.13843536
976,14,4,2.397113562,18.45253944,17,88.1,Abl1 F382V,256:512 First Replicate,27.10831642,27.10831642
977,28,2,2.484046459,18.56338501,18,88.1,Abl1 F382V,256:512 First Replicate,47.46136475,47.46136475
978,27,4,2.472202539,18.45822525,19,88.1,Abl1 F382V,256:512 First Replicate,48.72501373,48.72501373
979,21,2,2.400368214,18.51868629,20,88.1,Abl1 F382V,256:512 First Replicate,49.06212234,49.06212234
980,28,1,2.473981619,18.33790016,21,88,Abl1 F382V,256:512 First Replicate,44.32976532,44.32976532
981,29,4,2.449621439,18.37730598,22,87.9,Abl1 F382V,256:512 First Replicate,47.62352371,47.62352371
982,24,4,2.434741974,18.40186119,23,87.9,Abl1 F382V,256:512 First Replicate,45.53268051,45.53268051
983,7,4,2.369730473,18.437006,24,87.9,Abl1 F382V,256:512 First Replicate,27.05280304,27.05280304
984,12,4,2.434051752,18.48809814,25,87.8,Abl1 F382V,256:512 First Replicate,29.6610775,29.6610775
985,13,2,2.350178957,18.48096275,26,87.8,Abl1 F382V,256:512 First Replicate,45.84342194,45.84342194
986,21,4,2.360764742,18.47788048,27,87.8,Abl1 F382V,256:512 First Replicate,45.45979691,45.45979691
987,3,4,2.437544823,18.46931648,28,87.8,Abl1 F382V,256:512 First Replicate,49.97105026,49.97105026
988,4,4,2.417591572,18.46797752,29,87.8,Abl1 F382V,256:512 First Replicate,46.52378464,46.52378464
989,5,2,2.529190063,18.49117088,30,87.8,Abl1 F382V,256:512 First Replicate,28.75190353,28.75190353
990,19,1,2.434721231,18.37272644,31,87.7,Abl1 F382V,256:512 First Replicate,46.36204529,46.36204529
991,10,4,2.542104006,18.41199493,32,87.7,Abl1 F382V,256:512 First Replicate,47.92966843,47.92966843
992,6,2,2.37964654,18.50710487,33,87.7,Abl1 F382V,256:512 First Replicate,55.02338028,55.02338028
993,25,4,2.308403969,18.48152351,34,87.6,Abl1 F382V,256:512 First Replicate,45.94152069,45.94152069
994,30,1,2.4406147,18.39413261,35,87.6,Abl1 F382V,256:512 First Replicate,48.14641571,48.14641571
995,26,2,2.435673952,18.57050514,36,87.6,Abl1 F382V,256:512 First Replicate,50.14211273,50.14211273
996,14,2,2.532799721,18.54935074,37,87.5,Abl1 F382V,256:512 First Replicate,26.99504852,26.99504852
997,9,5,2.481529236,18.45798874,38,87.5,Abl1 F382V,256:512 First Replicate,25.58006096,25.58006096
998,9,4,2.424625635,18.35038185,39,87.5,Abl1 F382V,256:512 First Replicate,48.80974579,48.80974579
999,7,2,2.411103725,18.52612686,40,87.5,Abl1 F382V,256:512 First Replicate,47.94181442,47.94181442
1000,6,5,2.343670845,18.44408607,41,87.4,Abl1 F382V,256:512 First Replicate,24.62380219,24.62380219
1001,0,1,2.52750206,18.42513657,42,87.4,Abl1 F382V,256:512 First Replicate,49.98497772,49.98497772
1002,8,4,2.658100367,18.42904663,43,87.4,Abl1 F382V,256:512 First Replicate,45.83343887,45.83343887
1003,30,4,2.400662661,18.37313652,44,87.4,Abl1 F382V,256:512 First Replicate,45.96543503,45.96543503
1004,13,5,2.67483139,18.66673088,45,87.4,Abl1 F382V,256:512 First Replicate,28.30562401,28.30562401
1005,23,2,2.428839922,18.56419563,46,87.3,Abl1 F382V,256:512 First Replicate,49.41781616,49.41781616
1006,16,5,2.533002377,18.61125755,47,87.3,Abl1 F382V,256:512 First Replicate,26.29951859,26.29951859
1007,18,2,2.410814524,18.43424034,48,87.3,Abl1 F382V,256:512 First Replicate,49.8771019,49.8771019
1008,22,2,2.38773942,18.40473938,49,87.2,Abl1 F382V,256:512 First Replicate,28.98404694,28.98404694
1009,26,1,2.398578167,18.35461235,50,87.2,Abl1 F382V,256:512 First Replicate,51.2885704,51.2885704
1010,5,4,2.397142172,18.40180779,51,87.2,Abl1 F382V,256:512 First Replicate,43.24646378,43.24646378
1011,2,4,14.10361576,7.650319576,52,87.2,Abl1 F382V,256:512 First Replicate,27.45900917,27.45900917
1012,1,2,2.3334589,18.56718254,53,87.2,Abl1 F382V,256:512 First Replicate,50.74463272,50.74463272
1013,29,2,2.676352501,18.49167252,54,87.2,Abl1 F382V,256:512 First Replicate,52.53593063,52.53593063
1014,19,2,2.395343304,18.43678093,55,87.2,Abl1 F382V,256:512 First Replicate,53.70116806,53.70116806
1015,18,1,2.477882385,18.39629745,56,87.2,Abl1 F382V,256:512 First Replicate,48.61662292,48.61662292
1016,24,2,2.406719685,18.4265461,57,87.2,Abl1 F382V,256:512 First Replicate,50.73935318,50.73935318
1017,15,4,2.903627634,18.28429031,58,87.2,Abl1 F382V,256:512 First Replicate,28.12454605,28.12454605
1018,4,1,2.470288277,18.41636848,59,87.1,Abl1 F382V,256:512 First Replicate,48.32987213,48.32987213
1019,22,4,2.459572315,18.37009239,60,87.1,Abl1 F382V,256:512 First Replicate,27.26171112,27.26171112
1020,25,2,2.409157515,18.54700661,61,87.1,Abl1 F382V,256:512 First Replicate,50.57481766,50.57481766
1021,2,3,13.83552361,7.785326481,62,87.1,Abl1 F382V,256:512 First Replicate,24.68463898,24.68463898
1022,31,2,2.426203966,18.36670113,63,87,Abl1 F382V,256:512 First Replicate,49.23907852,49.23907852
1023,17,2,2.362468719,18.52378464,64,87,Abl1 F382V,256:512 First Replicate,50.54495621,50.54495621
1024,12,1,2.489073038,18.40784836,65,87,Abl1 F382V,256:512 First Replicate,48.94660568,48.94660568
1025,30,5,2.787595749,18.56041527,66,87,Abl1 F382V,256:512 First Replicate,26.79150963,26.79150963
1026,4,2,2.412498713,18.49888992,67,87,Abl1 F382V,256:512 First Replicate,47.94923401,47.94923401
1027,14,5,13.73117542,9.851246834,68,86.9,Abl1 F382V,256:512 First Replicate,24.93019867,24.93019867
1028,0,5,3.252264738,18.61037445,69,86.9,Abl1 F382V,256:512 First Replicate,25.01507187,25.01507187
1029,15,2,2.531252384,18.48713875,70,86.9,Abl1 F382V,256:512 First Replicate,47.60193253,47.60193253
1030,20,5,2.535694599,18.57999039,71,86.9,Abl1 F382V,256:512 First Replicate,25.37350082,25.37350082
1031,17,1,2.45433259,18.40164757,72,86.9,Abl1 F382V,256:512 First Replicate,46.92944336,46.92944336
1032,14,1,2.733809233,18.28484917,73,86.8,Abl1 F382V,256:512 First Replicate,24.90054512,24.90054512
1033,11,5,2.760697603,18.45666885,74,86.8,Abl1 F382V,256:512 First Replicate,27.44817734,27.44817734
1034,19,5,2.599190712,18.45716095,75,86.8,Abl1 F382V,256:512 First Replicate,26.07322693,26.07322693
1035,22,5,2.641931295,18.44325256,76,86.8,Abl1 F382V,256:512 First Replicate,25.6442585,25.6442585
1036,0,3,2.592653751,18.41676712,77,86.8,Abl1 F382V,256:512 First Replicate,23.63318253,23.63318253
1037,8,1,2.498820305,18.29982376,78,86.8,Abl1 F382V,256:512 First Replicate,51.72782516,51.72782516
1038,20,1,2.504812956,18.54244232,79,86.8,Abl1 F382V,256:512 First Replicate,47.95568085,47.95568085
1039,31,4,8.306658745,15.63310623,80,86.8,Abl1 F382V,256:512 First Replicate,27.48691559,27.48691559
1040,2,5,5.110121727,17.9651432,81,86.7,Abl1 F382V,256:512 First Replicate,26.58905983,26.58905983
1041,13,1,2.475318432,18.42360497,82,86.7,Abl1 F382V,256:512 First Replicate,45.30590439,45.30590439
1042,16,2,2.42479682,18.43762207,83,86.7,Abl1 F382V,256:512 First Replicate,47.64651489,47.64651489
1043,30,2,2.426634312,18.47163391,84,86.7,Abl1 F382V,256:512 First Replicate,51.19844437,51.19844437
1044,14,3,3.588556528,18.47675133,85,86.6,Abl1 F382V,256:512 First Replicate,26.5072937,26.5072937
1045,22,1,2.481573105,18.34794998,86,86.6,Abl1 F382V,256:512 First Replicate,27.64373779,27.64373779
1046,8,2,2.455440521,18.43525124,87,86.6,Abl1 F382V,256:512 First Replicate,52.40430069,52.40430069
1047,25,1,2.403480291,18.40955925,88,86.6,Abl1 F382V,256:512 First Replicate,47.60756683,47.60756683
1048,6,1,2.411787033,18.45685959,89,86.5,Abl1 F382V,256:512 First Replicate,50.3494072,50.3494072
1049,10,1,2.542668104,18.33523941,90,86.5,Abl1 F382V,256:512 First Replicate,50.99404144,50.99404144
1050,5,5,2.554108143,18.51125908,91,86.5,Abl1 F382V,256:512 First Replicate,26.7844696,26.7844696
1051,4,5,3.233743429,18.66855049,92,86.4,Abl1 F382V,256:512 First Replicate,25.7505722,25.7505722
1052,29,1,3.139310837,18.31183434,93,86.4,Abl1 F382V,256:512 First Replicate,27.01296425,27.01296425
1053,24,1,2.409951687,18.37180519,94,86.3,Abl1 F382V,256:512 First Replicate,49.32759094,49.32759094
1054,23,5,3.198503494,18.66938019,95,86.3,Abl1 F382V,256:512 First Replicate,26.35672379,26.35672379
1055,29,3,7.847902775,16.25903893,96,86.3,Abl1 F382V,256:512 First Replicate,27.65279007,27.65279007
1056,1,5,2.956710577,18.40494347,97,86.3,Abl1 F382V,256:512 First Replicate,26.18404198,26.18404198
1057,18,5,3.101821661,18.59140396,98,86.2,Abl1 F382V,256:512 First Replicate,24.00216866,24.00216866
1058,20,4,8.739813805,16.25361061,99,86.2,Abl1 F382V,256:512 First Replicate,27.31911659,27.31911659
1059,20,2,2.599506855,18.6411972,100,86.2,Abl1 F382V,256:512 First Replicate,47.95842361,47.95842361
1060,18,3,8.998579979,16.18732834,101,86.2,Abl1 F382V,256:512 First Replicate,23.08817482,23.08817482
1061,11,3,4.981641293,18.48238373,102,86.2,Abl1 F382V,256:512 First Replicate,28.24220657,28.24220657
1062,15,5,4.519107342,18.16256523,103,86.2,Abl1 F382V,256:512 First Replicate,25.78012085,25.78012085
1063,17,5,14.01992702,7.495938301,104,86.2,Abl1 F382V,256:512 First Replicate,24.3122921,24.3122921
1064,26,5,2.836011887,18.48971367,105,86.2,Abl1 F382V,256:512 First Replicate,25.78841972,25.78841972
1065,16,1,2.392622948,18.36965179,106,86.1,Abl1 F382V,256:512 First Replicate,47.69189835,47.69189835
1066,2,2,2.435250282,18.35392761,107,86.1,Abl1 F382V,256:512 First Replicate,48.22404861,48.22404861
1067,27,5,5.207415104,17.7822361,108,86.1,Abl1 F382V,256:512 First Replicate,25.95397377,25.95397377
1068,31,3,8.546480179,16.05692673,109,86.1,Abl1 F382V,256:512 First Replicate,29.58781624,29.58781624
1069,19,3,10.70451355,13.34474277,110,86.1,Abl1 F382V,256:512 First Replicate,25.42428207,25.42428207
1070,10,2,2.477025032,18.4948349,111,86.1,Abl1 F382V,256:512 First Replicate,51.1816864,51.1816864
1071,31,5,2.804144382,18.40235138,112,86,Abl1 F382V,256:512 First Replicate,29.01524544,29.01524544
1072,1,4,3.698575974,18.28602982,113,86,Abl1 F382V,256:512 First Replicate,26.05139923,26.05139923
1073,23,3,2.518661737,18.56154823,114,85.9,Abl1 F382V,256:512 First Replicate,47.39635086,47.39635086
1074,3,2,2.451474667,18.44402695,115,85.9,Abl1 F382V,256:512 First Replicate,54.38191223,54.38191223
1075,8,5,9.477515221,15.75140572,116,85.9,Abl1 F382V,256:512 First Replicate,23.76518631,23.76518631
1076,1,3,9.682758331,14.37769794,117,85.9,Abl1 F382V,256:512 First Replicate,27.6099205,27.6099205
1077,26,4,4.713213444,18.31949997,118,85.9,Abl1 F382V,256:512 First Replicate,29.26669884,29.26669884
1078,12,5,4.662960052,18.40918732,119,85.9,Abl1 F382V,256:512 First Replicate,27.16467476,27.16467476
1079,24,5,2.91702199,18.39448929,120,85.9,Abl1 F382V,256:512 First Replicate,27.14694977,27.14694977
1080,4,3,13.37277222,8.007357597,121,85.8,Abl1 F382V,256:512 First Replicate,25.22841072,25.22841072
1081,1,1,2.883276701,18.31655502,122,85.8,Abl1 F382V,256:512 First Replicate,26.62911797,26.62911797
1082,24,3,10.13800144,13.32466412,123,85.8,Abl1 F382V,256:512 First Replicate,25.74864769,25.74864769
1083,13,3,3.377411366,18.11439705,124,85.8,Abl1 F382V,256:512 First Replicate,28.53062057,28.53062057
1084,2,1,7.254885197,16.58850098,125,85.7,Abl1 F382V,256:512 First Replicate,24.53505707,24.53505707
1085,21,5,14.32367802,8.137623787,126,85.7,Abl1 F382V,256:512 First Replicate,22.77892113,22.77892113
1086,7,3,2.619237661,18.40357208,127,85.7,Abl1 F382V,256:512 First Replicate,26.28551674,26.28551674
1087,29,5,3.872970581,18.58910942,128,85.7,Abl1 F382V,256:512 First Replicate,26.40161896,26.40161896
1088,3,5,8.005757332,16.6228466,129,85.6,Abl1 F382V,256:512 First Replicate,27.60162163,27.60162163
1089,7,5,2.719367027,18.63532448,130,85.6,Abl1 F382V,256:512 First Replicate,25.20305443,25.20305443
1090,25,3,7.61686182,16.63964081,131,85.6,Abl1 F382V,256:512 First Replicate,26.29513931,26.29513931
1091,26,3,2.688451052,18.25932503,132,85.6,Abl1 F382V,256:512 First Replicate,27.93331909,27.93331909
1092,21,3,13.78143406,7.956656933,133,85.5,Abl1 F382V,256:512 First Replicate,24.94721603,24.94721603
1093,31,1,2.558696985,18.3452282,134,85.5,Abl1 F382V,256:512 First Replicate,46.83281708,46.83281708
1094,15,1,3.63553977,18.10416222,135,85.5,Abl1 F382V,256:512 First Replicate,26.20354652,26.20354652
1095,27,1,2.474141359,18.32478714,136,85.4,Abl1 F382V,256:512 First Replicate,51.03410721,51.03410721
1096,28,3,9.761559486,14.05338383,137,85.4,Abl1 F382V,256:512 First Replicate,21.75321198,21.75321198
1097,10,5,5.12138176,17.80147552,138,85.4,Abl1 F382V,256:512 First Replicate,24.11129951,24.11129951
1098,9,1,2.442364931,18.42108917,139,85.4,Abl1 F382V,256:512 First Replicate,27.02522659,27.02522659
1099,10,3,10.08227539,14.12909698,140,85.3,Abl1 F382V,256:512 First Replicate,26.37827682,26.37827682
1100,6,3,4.561166286,17.58558464,141,85.2,Abl1 F382V,256:512 First Replicate,25.76341438,25.76341438
1101,3,1,13.58451653,8.010340691,142,85.2,Abl1 F382V,256:512 First Replicate,28.45188522,28.45188522
1102,27,3,10.53818321,13.71858215,143,85.2,Abl1 F382V,256:512 First Replicate,24.33739853,24.33739853
1103,25,5,2.612236261,18.4539814,144,85.2,Abl1 F382V,256:512 First Replicate,26.18989944,26.18989944
1104,15,3,10.14805031,13.66503143,145,85.2,Abl1 F382V,256:512 First Replicate,24.78953552,24.78953552
1105,5,1,2.489197493,18.38542175,146,85.2,Abl1 F382V,256:512 First Replicate,47.77572632,47.77572632
1106,20,3,10.50051498,13.61810112,147,85.2,Abl1 F382V,256:512 First Replicate,24.66549683,24.66549683
1107,7,1,2.593831062,18.49460793,148,85.1,Abl1 F382V,256:512 First Replicate,26.0415535,26.0415535
1108,5,3,8.095896721,16.78874207,149,85.1,Abl1 F382V,256:512 First Replicate,27.934515,27.934515
1109,17,3,9.481043816,14.22739697,150,85.1,Abl1 F382V,256:512 First Replicate,25.80475044,25.80475044
1110,12,3,10.88665771,13.42969227,151,85.1,Abl1 F382V,256:512 First Replicate,24.05607986,24.05607986
1111,8,3,10.08723164,14.97869205,152,85,Abl1 F382V,256:512 First Replicate,25.91954803,25.91954803
1112,30,3,6.920923233,17.02742004,153,85,Abl1 F382V,256:512 First Replicate,26.13900757,26.13900757
1113,27,2,5.236162186,17.73130035,154,84.9,Abl1 F382V,256:512 First Replicate,27.00979233,27.00979233
1114,3,3,5.960938931,17.74163818,155,84.9,Abl1 F382V,256:512 First Replicate,28.10337257,28.10337257
1115,21,1,11.47795486,12.04466152,156,84.7,Abl1 F382V,256:512 First Replicate,25.40455627,25.40455627
1116,11,1,3.002335072,18.65842628,157,84.6,Abl1 F382V,256:512 First Replicate,47.28816986,47.28816986
1117,22,3,2.73361063,18.16543388,158,84.6,Abl1 F382V,256:512 First Replicate,24.26621628,24.26621628
1118,23,1,9.939826012,14.83940125,159,84.5,Abl1 F382V,256:512 First Replicate,25.62348938,25.62348938
1119,9,3,13.75577259,7.568062305,160,84.4,Abl1 F382V,256:512 First Replicate,27.71848106,27.71848106
1120,51,4,2.344305277,18.38631821,1,89.5,Abl1 F382V,256:512 Second Replicate,46.6772728,46.6772728
1121,41,4,2.337550879,18.48861122,2,89.1,Abl1 F382V,256:512 Second Replicate,51.14408875,51.14408875
1122,46,4,2.34290719,18.51688004,3,89,Abl1 F382V,256:512 Second Replicate,49.52407455,49.52407455
1123,58,4,2.332555056,18.44368362,4,89,Abl1 F382V,256:512 Second Replicate,28.27427101,28.27427101
1124,34,2,2.397638559,18.43422508,5,88.9,Abl1 F382V,256:512 Second Replicate,55.09171295,55.09171295
1125,48,4,2.42184639,18.39707375,6,88.7,Abl1 F382V,256:512 Second Replicate,49.49193192,49.49193192
1126,55,4,2.379845142,18.4896946,7,88.7,Abl1 F382V,256:512 Second Replicate,42.78832626,42.78832626
1127,49,4,2.396156311,18.50624847,8,88.6,Abl1 F382V,256:512 Second Replicate,47.70067215,47.70067215
1128,33,4,2.350104094,18.48115921,9,88.6,Abl1 F382V,256:512 Second Replicate,49.42695618,49.42695618
1129,55,5,2.486032963,18.42334747,10,88.6,Abl1 F382V,256:512 Second Replicate,26.93895912,26.93895912
1130,52,4,2.407696724,18.34550667,11,88.5,Abl1 F382V,256:512 Second Replicate,28.65933037,28.65933037
1131,39,1,2.397247076,18.47706223,12,88.4,Abl1 F382V,256:512 Second Replicate,49.47979355,49.47979355
1132,54,4,2.360941887,18.40397263,13,88.4,Abl1 F382V,256:512 Second Replicate,48.05838394,48.05838394
1133,34,5,2.427870512,18.46818352,14,88.4,Abl1 F382V,256:512 Second Replicate,27.54756546,27.54756546
1134,39,4,2.361020803,18.447649,15,88.3,Abl1 F382V,256:512 Second Replicate,51.29385376,51.29385376
1135,32,4,2.331055641,18.46569061,16,88.3,Abl1 F382V,256:512 Second Replicate,47.79711914,47.79711914
1136,36,4,2.447775364,18.46039772,17,88.3,Abl1 F382V,256:512 Second Replicate,49.90108871,49.90108871
1137,45,4,2.442865372,18.4099369,18,88.2,Abl1 F382V,256:512 Second Replicate,45.42304993,45.42304993
1138,63,4,2.393362522,18.4318943,19,88.2,Abl1 F382V,256:512 Second Replicate,50.07705307,50.07705307
1139,46,2,2.444195271,18.44149017,20,88.2,Abl1 F382V,256:512 Second Replicate,51.71160507,51.71160507
